"DST_YR","DST_TYPE_CD","DST_SN","RGN_CD","FLDN_SITU_SN","FLDN_BGNG_DT","FLSU_EXPC_DT","FLDN_HR_HR","FLDN_HR_MIN","FLDN_BFR_AREA","FLDN_RCFILD_AREA","FLDN_CTY_AREA","FLDN_BLDG_VILAGE_CNT","FLSU_BFR_AREA","FLSU_RCFILD_AREA","FLSU_CTY_AREA","FLSU_BLDG_VILAGE_CNT","DAM_DT","DAM_RGN_DONG_CD","DAM_RGN_DADDR","DAM_FACTR_CD","VLD_DTIN_SE","WRTR_ID","WRT_DT","MDFR_ID","MDFCN_DT","MAAS_OBNT_DT"
"재해연도","재해유형코드","재해일련번호","지역코드","침수상황일련번호","침수시작일시","퇴수예상일시","침수시간시간","침수시간분","침수전면적","침수답면적","침수도시면적","침수건물동수","퇴수전면적","퇴수답면적","퇴수도시면적","퇴수건물동수","피해일시","피해지역행정동코드","피해지역상세주소","피해요인코드","유효데이터구분","작성자아이디","작성일시","수정자아이디","수정일시","행정안전부입수일시"
"2012","001001","5","4874000000","19","2012/09/17 08:00:00","2012/09/19 08:00:00","48","0","0","22.8","0","0","0","0","0","0","2012/09/17 08:00:00","4874034000","","018001","D","niceyuvi","2012/09/19 12:40:00","niceyuvi","2012/09/19 12:40:00","2012/09/19 23:22:48"
"2012","001001","5","4874000000","23","2012/09/17 08:00:00","2012/09/19 08:00:00","48","0","0","22.8","0","0","0","22.8","0","0","2012/09/17 08:00:00","4874034000","","018001","V","niceyuvi","2012/09/19 12:43:00","niceyuvi","2012/09/19 12:43:00","2012/09/19 23:22:48"
"2011","001010","17","4827000000","17","2011/07/09 17:23:00","2011/07/11 17:23:00","48","0","0","30","0","0","0","30","0","0","2011/07/09 17:23:00","4827032000","","018001","U","4827012001","2011/07/12 17:43:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","19","2011/07/09 17:43:00","2011/07/11 17:43:00","48","0","0","30","0","0","0","30","0","0","2011/07/09 17:43:00","4827034000","","018001","U","4827012001","2011/07/12 17:44:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","12","2011/07/09 17:13:00","2011/07/11 17:13:00","48","0","0","20","0","0","0","20","0","0","2011/07/09 17:13:00","4827025000","","018001","U","4827012001","2011/07/12 17:40:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","15","2011/07/09 17:21:00","2011/07/11 17:21:00","48","0","0","30","0","0","0","30","0","0","2011/07/09 17:21:00","4827025300","","018001","U","4827012001","2011/07/12 17:43:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","16","2011/07/09 17:22:00","2011/07/11 17:22:00","48","0","0","100","0","0","0","100","0","0","2011/07/09 17:22:00","4827031000","","018001","U","4827012001","2011/07/12 17:43:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","18","2011/07/09 17:42:00","2011/07/11 17:42:00","48","0","0","30","0","0","0","30","0","0","2011/07/09 17:42:00","4827033000","","018001","U","4827012001","2011/07/12 17:43:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","21","2011/07/09 17:44:00","2011/07/11 17:44:00","48","0","0","7","0","0","0","7","0","0","2011/07/09 17:44:00","4827035000","","018001","U","4827012001","2011/07/12 17:44:00","4827003001","2012/10/23 14:00:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","22","2011/07/09 17:44:00","2011/07/11 17:44:00","48","0","0","10","0","0","0","10","0","0","2011/07/09 17:44:00","4827036000","","018001","U","4827012001","2011/07/12 17:45:00","4827003001","2012/10/23 14:00:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","23","2011/07/09 17:45:00","2011/07/11 17:45:00","48","0","0","3","0","0","0","3","0","0","2011/07/09 17:45:00","4827037000","","018001","U","4827012001","2011/07/12 17:45:00","4827003001","2012/10/23 13:59:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","24","2011/07/09 17:45:00","2011/07/12 17:45:00","72","0","0","600","0","0","0","540","0","0","2011/07/12 17:45:00","4827038000","","018001","U","4827012001","2011/07/12 17:46:00","4827003001","2012/10/23 13:58:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","26","2011/07/09 17:45:00","2011/07/11 17:45:00","48","0","0","3","0","0","0","3","0","0","2011/07/09 17:45:00","4827037000","","018001","D","4827003001","2012/10/23 13:59:00","4827003001","2012/10/23 13:59:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","28","2011/07/09 17:44:00","2011/07/11 17:44:00","48","0","0","7","0","0","0","7","0","0","2011/07/09 17:44:00","4827035000","","018001","D","4827003001","2012/10/23 14:00:00","4827003001","2012/10/23 14:00:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","31","2011/07/09 17:23:00","2011/07/11 17:23:00","48","0","0","30","0","0","0","30","0","0","2011/07/09 17:23:00","4827032000","","018001","D","4827003001","2012/10/23 14:01:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","38","2011/07/09 12:00:00","2011/07/10 00:00:00","12","0","0","26","0","0","0","26","0","0","2011/07/09 12:00:00","4827031000","","018001","V","4827003001","2012/10/23 14:09:00","4827003001","2012/10/23 14:09:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","39","2011/07/09 12:00:00","2011/07/10 00:00:00","12","0","0","1","0","0","0","1","0","0","2011/07/09 12:00:00","4827031000","","018001","V","4827003001","2012/10/23 14:10:00","4827003001","2012/10/23 14:10:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","36","2011/07/09 12:00:00","2011/07/10 00:00:00","12","0","0","22","0","0","0","22","0","0","2011/07/09 12:00:00","4827031000","","018001","V","4827003001","2012/10/23 14:08:00","4827003001","2012/10/23 14:08:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","25","2011/07/09 17:45:00","2011/07/12 17:45:00","72","0","0","600","0","0","0","540","0","0","2011/07/12 17:45:00","4827038000","","018001","D","4827003001","2012/10/23 13:58:00","4827003001","2012/10/23 13:58:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","27","2011/07/09 17:44:00","2011/07/11 17:44:00","48","0","0","10","0","0","0","10","0","0","2011/07/09 17:44:00","4827036000","","018001","D","4827003001","2012/10/23 14:00:00","4827003001","2012/10/23 14:00:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","30","2011/07/09 17:42:00","2011/07/11 17:42:00","48","0","0","30","0","0","0","30","0","0","2011/07/09 17:42:00","4827033000","","018001","D","4827003001","2012/10/23 14:01:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
"2011","001010","17","4827000000","32","2011/07/09 17:22:00","2011/07/11 17:22:00","48","0","0","100","0","0","0","100","0","0","2011/07/09 17:22:00","4827031000","","018001","D","4827003001","2012/10/23 14:01:00","4827003001","2012/10/23 14:01:00","2012/10/24 00:02:26"
